Rychnov nad Kněžnou	118	22.424602293608007
DoualaPays : CamerounAdresse	102	22.406178326732338
Bajaga i Instruktori	118	22.385818095638346
d'activité : Principaux	128	22.367493053820052
Feasa ar Éirinn	121	22.214224197726296
Séré de Rivières	109	22.15457802657505
Tiako I Madagasikara	134	22.149050193285223
African-Eurasian Migratory Waterbirds	145	22.103210375266972
Kw ` alaams	110	22.09419756064452
Ponts et Chaussées	106	22.084725134502357
Nlaka ` pamux	156	22.054136257428528
reductio ad absurdum	126	22.03878806945011
Waterbirds -LRB- AEWA	138	22.03544884028216
Urim and Thummim	129	22.003492351339446
Prawo i Sprawiedliwość	155	21.97371920052086
Spicks and Specks	147	21.973458208642853
Umkhonto we Sizwe	114	21.96087093457215
Bolliger & Mabillard	146	21.905495565201402
Tirreno -- Adriatico	115	21.88773432643835
Z'ha ` dum	107	21.848490327281823
Epistula ad Carpianum	177	21.837508978155025
ALUPEC or ALUPEK	156	21.75945023009664
first-come , first-served	102	21.73373710292902
Podge and Rodge	123	21.723800217922086
Breitkopf & Härtel	128	21.72329628666911
MEDAL OF HONOR	170	21.663540325425856
Jablonec nad Nisou	109	21.660342716428442
Pamantasan ng Lungsod	109	21.655318673321172
leaf-cutter , carder	163	21.653711179277835
Kōhaku Uta Gassen	163	21.634955623432006
L'incoronazione di Poppea	114	21.623412910932345
O157 : H7	157	21.606312334542547
ne'er - do-well	138	21.59148300226472
Seraikis , Pakhtuns	166	21.575964871928726
Obstetricians and Gynaecologists	112	21.5729062320911
on-again , off-again	157	21.520718946885797
Pama -- Nyungan	132	21.502248709188322
ecclesiastica gentis Anglorum	127	21.50063266763681
d'Etat \/ Staatsrat	110	21.47864784362176
comings and goings	124	21.47084974866081
EnergySolutions Arena19 ,911	139	21.43024899714775
Chatto & Windus	104	21.42555368983686
Higurashi no Naku	124	21.423712562013197
Nakło nad Notecią	112	21.419098375771068
winkles or periwinkles	226	21.407330038542046
Pazz & Jop	225	21.407241184860343
bloodworm family Chironomidae	116	21.388391726132994
primus inter pares	147	21.31728229047753
Pakhtuns , Balochis	150	21.293238638989383
Gro Harlem Brundtland	103	21.290790711210807
Lyonnaise des Eaux	105	21.28660916249469
Zine El Abidine	129	21.27732833921399
Shakugan no Shana	108	21.266000195670244
Izz ad-Din al-Qassam	118	21.259517346806927
Zagorje ob Savi	102	21.24988024323462
Lebor Gabála Érenn	174	21.239127160398755
Sabra and Shatila	114	21.232280605798653
Bjorke of Roughstock	110	21.221098785422722
Juiz de Fora	148	21.218295143689538
Kwakwaka ` wakw	284	21.21507973266307
Luchas de Apuestas	155	21.20537370247333
REB = Rebounds	170	21.19209481578772
Zermelo -- Fraenkel	119	21.186833614794992
Culhwch and Olwen	110	21.1851653121259
Síl nÁedo Sláine	164	21.184676219753268
Appellation d'Origine Contrôlée	164	21.140491149744456
Balochis , Memons	147	21.13959327679165
nicotinamide adenine dinucleotide	113	21.13811061729534
Mindless Self Indulgence	119	21.1350585408933
forza del destino	248	21.124705709920033
尚書省 , Shangshu	139	21.116211108830964
Memons , Bohras	151	21.10655239647924
Crioulo , ALUPEC	140	21.06700605505207
Wisin & Yandel	235	21.058616190063113
Ritterkreuz des Eisernen	231	21.045132857211183
White-eye -LRB- Zosterops	102	21.040056758666015
Kashmiris , Seraikis	157	21.02668078828048
Thich Nhat Hanh	130	21.007452305148686
Plutarco Elías Calles	115	20.997777303543423
Pingzhangshi -LRB- 同中書門下平章事	241	20.9957164234751
ip sur lociterres	289	20.98314354587027
Trophée Eric Bompard	161	20.972263852725696
Bonzo Dog Doo-Dah	107	20.97160716938942
Steals ; BLK	156	20.961585951181487
Médecins Sans Frontières	206	20.959973910883875
Teatre del Liceu	117	20.942138433508642
barbiere di Siviglia	233	20.93897479549213
Osservatorio San Vittore	132	20.924487498466398
Kvaran aka Carptrash	185	20.892217612635736
deus ex machina	215	20.891262105585632
Estrela da Amadora	143	20.891024964369493
Teilhard de Chardin	167	20.888569248287368
Doddamani , Gajendragad	241	20.886351497006736
Susilo Bambang Yudhoyono	217	20.871622953365833
Brière de l'Isle	136	20.865016356343236
Droits de l'Homme	101	20.864583673036194
門下省 , Menxia	133	20.85302079539438
Figueira da Foz	112	20.85223653949241
Bausch & Lomb	217	20.84876606971908
Noli Me Tangere	107	20.842867487180644
ter ` angreal	108	20.842007866887837
ménage à trois	143	20.83313151531311
pratique des hautes	101	20.820399541166697
Appellation d'origine contrôlée	195	20.80614111177339
Rosencrantz and Guildenstern	217	20.79753480552945
Muséum national d'histoire	151	20.77618640373166
Anabel Medina Garrigues	222	20.757248840264136
ballo in maschera	347	20.756852570005925
Pelléas et Mélisande	247	20.731473301087807
Bohras , Ismailis	122	20.728128087762727
Ordo Templi Orientis	137	20.726982022520414
Guelphs and Ghibellines	111	20.719243097469878
Orenstein & Koppel	114	20.7187002032883
Žďár nad Sázavou	356	20.700577498620007
Lerdo de Tejada	103	20.68099888975517
Hartree -- Fock	166	20.664579687643513
Coopers & Lybrand	116	20.661548380476123
boardings -LRB- enplanements	113	20.65675820026885
Badenoch and Strathspey	103	20.64375726603735
Corrosion of Conformity	134	20.641068435185154
fille du régiment	111	20.635551988340712
Haberdashers ' Aske	182	20.635143512404916
ovulids , cowry	234	20.619014065617495
Havant & Waterlooville	169	20.610368619168565
Torpedoed & Sunk	102	20.600806626275084
Verano de Escandalo	105	20.60034858986297
Hopkirk -LRB- Deceased	174	20.576216271660737
Critérium du Dauphiné	118	20.57459050322045
Ramzi bin al-Shibh	103	20.56600083127502
Orfeo ed Euridice	187	20.565958758314842
dicks @ pussies	441	20.55217073229021
Zalman of Liadi	108	20.54994354027836
JEF United Ichihara	322	20.548219235081906
Ngô Sĩ Liên	112	20.542423367287824
Seongnam Ilhwa Chunma	216	20.538867064648276
Tuatha Dé Danann	286	20.522938837247263
Ferrovie dello Stato	164	20.518480251008285
Aquariums -LRB- AZA	145	20.5076415899928
Scarabaeidae or scarab	173	20.502527524423932
Startin ' Somethin'	105	20.490628846841872
Synaxarion , Menologion	137	20.49019010100064
Amway Arena17 ,461	146	20.48984474785869
Angra do Heroísmo	164	20.48155817989547
Yup ` ik	255	20.477390194240876
Choy Li Fut	151	20.472287601772553
Kiri Te Kanawa	167	20.465940531046098
Nuria Llagostera Vives	129	20.465652925221793
Sistan and Baluchestan	137	20.44014705966036
Spišská Nová Ves	114	20.439975419596646
Gotthold Ephraim Lessing	105	20.430333235167193
Rowman & Littlefield	117	20.42875018763939
Gajendragad \/ Hubli	214	20.41580872099548
Bhaktivedanta Swami Prabhupada	178	20.415708266835175
R32 , R16	103	20.410093688494257
tanar ` ri	207	20.409706484195592
WEED WEED WEED	510	20.40503495521224
Arantxa Sánchez Vicario	290	20.401719271256198
Trentino-Alto Adige\/S üdtirol	510	20.393974380938932
wattle and daub	204	20.388986032364304
al-Ma ` mun	174	20.360878354948472
Così fan tutte	394	20.36001583464524
Zora Neale Hurston	180	20.356085437376215
Iditarod Trail Sled	106	20.354663008561655
0px 5px 0px	123	20.341440244375534
Asesoría y Administración	492	20.296669941320133
Ladysmith Black Mambazo	228	20.292075448907394
Léopold Sédar Senghor	120	20.286718059175595
Quicken Loans Arena20	209	20.2818490072176
Hänsel und Gretel	148	20.2758426889482
Kaposi 's sarcoma	122	20.271813942372727
Atal Bihari Vajpayee	271	20.271604540045836
ICRM , IDA	106	20.262721839990995
Timon and Pumbaa	104	20.261763797843177
miters or miter	298	20.261498202197124
Strathmore and Kinghorne	170	20.2587392495481
Seleucus I Nicator	106	20.253184655228047
Maggio Musicale Fiorentino	134	20.230802974551374
Zoos and Aquariums	335	20.22762086085146
PLACE OF BIRTH	101	20.22438300259531
DATE OF BIRTH	109	20.224274433814188
Sindhis , Kashmiris	153	20.21366662142322
Nd : YAG	198	20.191085003689746
3B = Triples	110	20.1862913753401
Caldas da Rainha	139	20.182754969651718
Jak and Daxter	127	20.18264383009844
blah blah blah	453	20.177845262714772
3R Ext. 2R	148	20.176860297419363
中書省 , Zhongshu	159	20.17148612458261
Clann na Poblachta	146	20.16314553680574
Sacco and Vanzetti	229	20.155654065027807
Hannity & Colmes	105	20.14499697204533
Cavelier , Sieur	105	20.139767643420146
Kander and Ebb	105	20.136320066102858
Seki at Geisei	139	20.134770405252024
3R Ext. 1R	113	20.13138548745036
STL = Steals	168	20.130664566338016
Al-Ma ` mun	114	20.130410215764105
Mobutu Sese Seko	195	20.122987159842463
Valérian and Laureline	155	20.120778788763413
Valéry Giscard d'Estaing	260	20.115492918237678
Recep Tayyip Erdoğan	231	20.10360476131783
Hồ Quý Ly	107	20.103368672714875
Intercept -LRB- GCI	144	20.10245033261805
Cumann na nGaedheal	402	20.095316132817697
hustle and bustle	150	20.091224228115156
Vrije Universiteit Brussel	188	20.085318693898902
Cabeza de Vaca	212	20.08306576402278
Suwon Samsung Bluewings	220	20.079230363691497
Acis and Galatea	113	20.078508679430872
Gimnasia y Esgrima	417	20.078410325567596
Gewog -LRB- Dzongkha	183	20.072272515260725
Territoire de Belfort	157	20.051474239192864
Auld Lang Syne	202	20.043780696143592
Starsky & Hutch	101	20.041333421737992
Ulsan Hyundai Horang-i	102	20.038940786655253
lectionary -LRB- Evangelistarium	151	20.031240402592147
Pratique des Hautes	108	20.028026754287993
Dazed & Confused	181	20.02428643100594
Bodø \/ Glimt	304	20.021381030749676
Loans Arena20 ,562	203	20.00908118984244
Bodega y Quadra	144	20.008071045354647
Muhajirs , Punjabis	153	20.004007015932785
E.T. the Extra-Terrestrial	245	19.99806605342431
Michiel de Ruyter	110	19.993805905726322
Inscriptions et Belles-Lettres	131	19.99168319846867
Mengistu Haile Mariam	116	19.990939701910598
Dolce & Gabbana	369	19.989852090723875
ulidiid or picture-winged	676	19.9857224341696
tai chi chuan	184	19.973996350064635
Zhongshu Menxia Pingzhangshi	312	19.97336088361576
Spirou et Fantasio	157	19.971555330181552
Foras Feasa ar	132	19.96708386007455
CamerounAdresse : B.P.	126	19.957928923868653
Josquin des Prez	178	19.956250972666904
Starsky and Hutch	229	19.955814794768948
Borngen at Tautenburg	254	19.936934182577275
Cascading Style Sheets	126	19.935861809682535
Jamia Millia Islamia	143	19.93464612076229
Mork & Mindy	108	19.933033740093556
Prefix : 00Trunk	156	19.928238617077024
Emilie de Ravin	115	19.92811254251765
Gog and Magog	158	19.91208071052956
Fueled by Ramen	152	19.909474274852556
Dazed and Confused	200	19.90533097891343
Meistersinger von Nürnberg	270	19.90387929883447
Kategorija : Wužywaŕ	164	19.89701694746287
Recreativo de Huelva	246	19.895795482434455
Ascended Master Teachings	196	19.893461347371932
10px 10px 10px	204	19.889890946538497
Gent -- Wevelgem	104	19.888001117894525
Deloitte & Touche	133	19.885970174302283
Frau ohne Schatten	113	19.884614680415517
Ruud van Nistelrooy	193	19.88353743257433
Gorizia and Gradisca	103	19.874383623462048
Póvoa de Varzim	515	19.856433326315187
WIPO , WMO	121	19.851554288538303
Allo ` Allo	175	19.84502217274317
+0 +0 +0	170	19.83197804703967
Obstetrics and Gynecology	240	19.831676234169205
Sogn og Fjordane	658	19.831452655525023
chansons de geste	113	19.831305959173545
Itchy & Scratchy	278	19.826125640288446
Cocos -LRB- Keeling	182	19.809948266920323
hiragana or katakana	128	19.805754813828184
Waldeck and Pyrmont	192	19.802386064678785
Gimnàstic de Tarragona	158	19.80022162461004
Yau Ma Tei	193	19.800177546008253
Freaks and Geeks	168	19.79274635691973
Obstetrics and Gynaecology	142	19.783553949364286
Beavis and Butt-head	383	19.783233444301736
Hansel and Gretel	304	19.774052282770803
Gastropoda by Bouchet	429	19.772707781720353
FFFFCC ; font-weight	234	19.772491608685787
Beavis and Butthead	103	19.757162324036997
Pearls Before Swine	150	19.749777899900852
Alcalá de Henares	256	19.747855995199924
Caufield & Byers	109	19.735318501581695
Ferro Carril Oeste	170	19.732305077750425
Sodom and Gomorrah	245	19.732237675054765
Lytham St Annes	110	19.728354065153162
Rags to Riches	105	19.727109997054477
Rebounds ; AST	137	19.723732384135662
Whitchurch -- Stouffville	115	19.71713180278686
1px # aaa	223	19.71048753378615
Bouchet & Rocroi	653	19.708644339319765
Apollonius of Tyana	107	19.701477824093967
Auf der Maur	252	19.683639162482745
Consiglio di Stato	185	19.6830466316573
Taira no Kiyomori	112	19.679653228091475
Jem ` Hadar	266	19.673768741469107
Cumann na mBan	103	19.670843813681294
Beroe Stara Zagora	114	19.666257918373702
Denominación de Origen	166	19.660782003135424
Cahiers du cinéma	122	19.65749547226391
Dalziel and Pascoe	181	19.655836019302978
Ngô Đình Diệm	115	19.646190959332174
Realignment and Closure	518	19.646124781342344
Dexys Midnight Runners	136	19.642718729591344
BLK = Blocks	171	19.639706272640645
Puddle of Mudd	178	19.639257503396223
C.F. Os Belenenses	147	19.631517578347427
Cyrano de Bergerac	398	19.62602338864477
Troilus and Cressida	237	19.617111408601165
Rashtriya Swayamsevak Sangh	229	19.607664771493788
5px 0px 5px	123	19.606861243046204
Bahr el Ghazal	185	19.604632088027827
Jagged Little Pill	154	19.596865550697146
Punjabis , Sindhis	171	19.594075288118738
Daman and Diu	191	19.592249216970764
Itchy and Scratchy	114	19.586148699597683
Westcott and Hort	108	19.58507783924509
Hildegard of Bingen	104	19.576042217149197
yin and yang	261	19.574521388399337
Corriere della Sera	322	19.553291051120027
Mahendra Singh Dhoni	124	19.548979604150126
Ronde van Vlaanderen	181	19.542619859356385
Møre og Romsdal	796	19.5332132568725
Metra 's zone-based	179	19.52637501005102
Armin van Buuren	221	19.52560580668549
Lilo & Stitch	194	19.523609311126506
Duque de Caxias	167	19.51804840715384
d'Administration -LRB- PCA	132	19.512915385174583
Gonville and Caius	434	19.512170854931203
aan den Rijn	145	19.505198964455275
Curb Your Enthusiasm	417	19.50470481757421
Armin Van Buuren	108	19.504229399183725
Austronesian Basic Vocabulary	101	19.50173881435355
SpVgg Greuther Fürth	146	19.499840581828312
OTL = Overtime	530	19.499798255827304
Yar ` Adua	392	19.495286950990593
aus dem Serail	190	19.489125754029022
white-space : nowrap	141	19.481043515327578
Thurn und Taxis	146	19.477091861605015
Asif Ali Zardari	256	19.469572428214306
Explosive Ordnance Disposal	207	19.46585871172487
Thoroughly Modern Millie	155	19.463132880250843
Việt sử ký	107	19.457698605212887
Cricketers ' Almanack	285	19.455055073754146
Jardin des Plantes	195	19.45477063879366
Gravesend & Northfleet	135	19.447398336957956
l'Arc de Triomphe	474	19.43944147068819
Viana do Castelo	132	19.43323922953608
catholique de Louvain	115	19.426008691883478
Fiorello H. LaGuardia	139	19.424043697611722
Hana Yori Dango	106	19.422500620149798
Đại Việt sử	150	19.418078102870528
Upstairs , Downstairs	300	19.414876730306265
Tsim Sha Tsui	489	19.41322790174631
Thurn and Taxis	462	19.412448101893506
Cinquemani of Slant	149	19.408698135185638
Coahuila y Tejas	109	19.406799913391158
Justus von Liebig	134	19.403701041733278
Pour le Mérite	294	19.40072157907738
Brea Tar Pits	114	19.400388035215023
Footballers + Expats	125	19.398995380692273
Sturm und Drang	166	19.388655041159915
R16 , QF	114	19.387562618121276
xx xx xx	163	19.385463761512792
Rorke 's Drift	196	19.380713579162602
Rhondda Cynon Taf	239	19.379642617109365
IFC , IFRCS	117	19.37905371608727
Manic Street Preachers	535	19.377626254853382
Grosset & Dunlap	309	19.376491674123738
Strapping Young Lad	256	19.365314828964944
Coheed and Cambria	327	19.359448537706058
Ratu Sir Kamisese	125	19.356828421717587
codeAirports by ICAO	101	19.352430345460057
Flock of Seagulls	123	19.350275305143587
dexter -LRB- armsbearer	115	19.34970564999746
Luiz Felipe Scolari	122	19.344816306779784
Chek Lap Kok	122	19.334780023982614
União de Leiria	101	19.326092450685152
Tok ` ra	132	19.323716270842116
Franconia -LRB- Unterfranken	109	19.31844160981571
obstetrics and gynecology	188	19.317385573425913
Sekolah Menengah Kebangsaan	176	19.31354852662398
Babes in Toyland	237	19.31168754862462
Entführung aus dem	184	19.307744495366684
Shrew -LRB- Crocidura	179	19.305215848378616
Novices ' Hurdle	117	19.299880488816093
Hodder & Stoughton	210	19.29949526172205
Fútbol Profesional Boliviano	114	19.297373608156857
obstetrics and gynaecology	121	19.294421969189674
Ceuta and Melilla	131	19.2940039341235
Screaming Lord Sutch	149	19.28943269378686
chanson de geste	107	19.279142437602804
Goren and Eames	240	19.26725532921516
Ngau Tau Kok	125	19.263898937157478
تصنيف : وفيات	231	19.263264191587197
Dirge of Cerberus	127	19.256651943592885
تصنيف : مواليد	193	19.25580838666815
Gerd von Rundstedt	133	19.25543863430993
Bal Gangadhar Tilak	153	19.252466279392205
Einar Einarsson Kvaran	409	19.251017562077717
Longer & Uncut	116	19.249982365427904
Ratchet & Clank	279	19.248394639017526
Socialista Obrero Español	213	19.245902829473515
Bisexual , Transgender	455	19.231614038765922
Akademie der Wissenschaften	171	19.229587284896088
mbar -LRB- hPa	420	19.21815179284081
Param Vir Chakra	163	19.210379457987692
Jawahar Navodaya Vidyalaya	109	19.20239154750859
Mahindra & Mahindra	125	19.19974597155541
Boosey & Hawkes	199	19.19687600189027
Ústí nad Labem	832	19.19459810163229
Sentral ng Pilipinas	137	19.186923652476754
Algernon Charles Swinburne	171	19.18401211529863
Straus and Giroux	161	19.18154128084342
Ninette de Valois	101	19.181046869678216
Trần Thủ Độ	133	19.180509451106307
Hamdan v. Rumsfeld	101	19.17710632464255
Isambard Kingdom Brunel	423	19.17436835784241
Krylia Sovetov Samara	124	19.173582537698437
Lucha de Apuesta	246	19.171610342819694
Semifinal 1 Semifinal	110	19.169775150854747
Mentioned in Despatches	427	19.169518199764436
F-102 Delta Dagger	128	19.161710962692943
Aung San Suu	407	19.161703794557653
Bandar Seri Begawan	169	19.15941734859783
618 -- 907	169	19.15493003745354
Blohm & Voss	284	19.152725431018563
Armée de l'Air	250	19.152414337346414
Baal Shem Tov	383	19.150061253438114
Blohm + Voss	104	19.147784564197334
nowiki \/ nowiki	219	19.143835788459302
positron emission tomography	222	19.142260146976465
Menachem Mendel Schneerson	199	19.140340609088543
IFAD , IFC	115	19.135437821689482
Posts and Telegraphs	123	19.134237398373095
Allergy and Infectious	108	19.131159066326266
Sto : lo	107	19.127406932442536
Najib Tun Razak	183	19.125483987364845
Chukotka Autonomous Okrug	177	19.12421215445116
Cassini -- Huygens	102	19.12171482096739
Roméo et Juliette	250	19.117438806141475
amyotrophic lateral sclerosis	298	19.110096094581042
pros and cons	354	19.105851127481454
Radboud University Nijmegen	107	19.105682543307704
Phineas and Ferb	506	19.103778035062014
Sanjay Leela Bhansali	111	19.094573275174042
Det Norske Teatret	114	19.091183702304257
Closure -LRB- BRAC	158	19.0875214514416
Zayed Al Nahyan	211	19.079369258359552
Ripon College Cuddesdon	105	19.076603358275683
Nakhon Si Thammarat	325	19.076056278614928
Autodromo Nazionale Monza	108	19.07518050495629
motte and bailey	437	19.072832593435713
Gracias a Dios	110	19.072722008889382
Kenesaw Mountain Landis	159	19.07226967605929
Ol' Dirty Bastard	230	19.07111912314972
Abdu ` l-Bahá	1011	19.068663285875193
Ústí nad Orlicí	154	19.065328362231917
FIL European Luge	418	19.063615584286257
Chemins de Fer	228	19.063441296851686
Internazionali BNL d'Italia	175	19.059189192986317
Mull of Kintyre	129	19.0589154279195
Gifted and Talented	203	19.051371884481608
Wolfram von Eschenbach	102	19.03745004173383
Skidmore , Owings	404	19.03712834956147
roman à clef	168	19.036426277116743
FIL World Luge	494	19.035641854795394
Saxe-Coburg and Gotha	537	19.02472794169628
Bolesław III Wrymouth	101	19.02419970115691
Kaneda in Kushiro	206	19.02379620452764
Jaguares de Chiapas	115	19.02178520107872
Gian Carlo Menotti	242	19.01991036077139
Ariadne auf Naxos	266	19.015480124526484
Eskimo -- Aleut	101	19.012082655385257
Asterix and Obelix	171	19.008847260406185
Rainer Werner Fassbinder	211	18.99980466041204
Dagenham & Redbridge	485	18.99832060007626
Guerra de Titanes	150	18.995721656445067
Hodder and Stoughton	163	18.994999093305395
Celta de Vigo	348	18.989117635931198
Paco de Lucía	143	18.987356759357834
Dravida Munnetra Kazhagam	1043	18.986738452117574
Scotty 2 Hotty	104	18.985099507135615
年出世arz : تصنيف	147	18.973732192047954
年過世arz : تصنيف	197	18.973732192047954
Hide and Seek	163	18.965929297894778
Saatchi & Saatchi	264	18.965521427011208
Pew Charitable Trusts	105	18.964857542680353
TI-99 \/ 4A	107	18.96257842164111
Hana to Yume	176	18.95938999647627
Tome and Principe	138	18.956897889561375
Softly , Softly	179	18.947537490166916
Mundial de Lucha	511	18.947149544536547
Ortega y Gasset	158	18.941584365554064
numerator and denominator	116	18.93860477961516
Gian Lorenzo Bernini	180	18.93698766066339
Rainer Maria Rilke	228	18.934584358084283
Redistribution of Seats	429	18.927307678651758
Bannockburn in 1314	105	18.926151281739113
Hon ' ble	118	18.92152632753583
seabird and wader	101	18.91722337892689
Tables , Ladders	186	18.904205992437863
Antiochus IV Epiphanes	126	18.901231187625342
Supraphon , SU	182	18.88900643489621
Hon ` ble	182	18.888234958496334
